position_id,symbol,side,entry_price,entry_time,exit_price,exit_time,exit_reason,quantity,gross_pnl,commission,net_pnl,pnl_pct,risk_amount,reward_risk_ratio,candles_held,duration_seconds,signal_strength,signal_criteria,atr_at_entry,vwap_at_entry,entry_hour,entry_day_of_week,leverage_multiplier,num_criteria_met,has_wtb_ratio,has_atr_ratio,has_vwap_dist,atr_ratio_at_entry,volume_ratio_at_entry,price_vs_vwap_pct,wick_size_pct,is_winner
e8ded970-aa8,TAO-PERP,short,408.032,2025-07-25T00:10:00,405.99183999999997,2025-07-25T00:15:00,take_profit,0.3798721668888715,0.7750000000000056,0.18553499999999998,0.5894650000000056,0.003803000000000036,0.63362677437064,1.2231175059952077,1,300,0.6683162070067901,"['rejection:1.29', 'wtb_ratio:3.39']",0.0,0.0,0,4,1.55,2,True,False,False,1.0,1.0,0.0,0.6845604530903651,True
c94829e3-3d0,DOGE-PERP,long,0.230268,2025-07-25T09:30:00,0.23189828571428572,2025-07-25T09:35:00,take_profit,781.6978477252593,1.2743908340343866,0.2167646345004206,1.057626199533966,0.005875701108522033,1.1423955688899259,1.11554252199413,1,300,0.7534723864473281,"['rejection:1.53', 'vwap_dist:1.33', 'vol_confirm:2.4x']",0.0013585714285714254,0.23115271490977146,9,4,1.8,3,False,False,True,1.08321753194979,2.416394686752193,0.23243728304825234,0.6603651430791159,True
bd6c952f-474,TAO-PERP,long,417.328,2025-07-28T09:30:00,420.46085714285715,2025-07-28T09:35:00,trailing_stop,0.4313154161714527,1.3512495823771513,0.21681074974942627,1.134438832627725,0.006302437959042917,1.4610501640367655,0.9382591093117546,1,300,0.7812881130477852,"['rejection:1.00', 'vwap_dist:3.42', 'vol_confirm:7.8x']",2.6485714285714317,424.0531137890568,9,0,1.8,3,False,False,True,1.5761553371646218,7.826874584567021,-1.2199211893135962,0.9262796027501898,True
31a47300-bf5,1000PEPE-PERP,long,0.012224800000000001,2025-07-28T11:50:00,0.01230357142857143,2025-07-28T11:55:00,take_profit,16769.190498004056,1.3209330915142024,0.2467925598549085,1.0741405316592938,0.005239709910533141,1.4263394317873928,0.9261001007725752,1,300,0.8658563504464545,"['rejection:1.00', 'wtb_ratio:2.88', 'vwap_dist:2.88', 'vol_confirm:2.9x']",6.564285714285724e-05,0.012355199506941182,11,0,2.05,4,True,False,True,0.8657723178957708,2.9154663662329328,-0.7381467769091529,0.7990867579908747,True
ca9b1626-705,TAO-PERP,long,400.812,2025-07-28T18:40:00,401.742,2025-07-28T18:45:00,trailing_stop,0.6112591439378061,0.5684710038621639,0.29434108260231723,0.27412992125984664,0.0011188976377952927,1.3716655189964542,0.8983957219251311,1,300,0.8726269275762139,"['rejection:1.00', 'atr_ratio:1.56', 'vwap_dist:2.46', 'vol_confirm:5.5x']",1.6799999999999946,403.36645167532134,18,0,2.4499999999999997,4,False,True,True,0.906540038851714,5.450997398091935,-0.3734697491733662,0.6519683471855882,True
1e39e004-0ee,DOGE-PERP,long,0.223216,2025-07-28T20:40:00,0.22433128571428573,2025-07-28T20:45:00,trailing_stop,806.3938068955631,0.8993594929191114,0.21653961569575148,0.68281987722336,0.003793443762352,1.318569073389521,0.9524724794688063,1,300,0.7812881130477852,"['rejection:1.00', 'vwap_dist:2.74', 'vol_confirm:5.5x']",0.0012978571428571403,0.2256594891496833,20,0,1.8,3,False,False,True,1.1999418850380374,5.462510029399486,-0.7531210657647209,0.8305054474013218,True
cb349274-156,1000PEPE-PERP,long,0.011726799999999999,2025-07-28T20:40:00,0.011799528571428571,2025-07-28T20:45:00,trailing_stop,15349.455947061435,1.1163440032355798,0.2166698064019414,0.8996741968336384,0.004998189982409101,1.2297106993017068,1.1351640513552161,1,300,0.7812881130477852,"['rejection:1.00', 'vwap_dist:2.60', 'vol_confirm:6.0x']",7.578571428571436e-05,0.011873677544074854,20,0,1.8,3,False,False,True,1.2180281948845142,5.980154990867555,-0.9573912012759768,0.7057823129251679,True
3363480c-8c2,1000PEPE-PERP,long,0.0116598,2025-07-29T09:55:00,0.011587742857142857,2025-07-29T10:00:00,stop_loss,15437.657592754595,-1.1123934985407784,0.21533256390087555,-1.327726062441654,-0.007376255902453633,1.1123934985407784,1.0515463917525771,1,300,0.7812881130477852,"['rejection:1.00', 'vwap_dist:3.16', 'vol_confirm:7.0x']",6.31428571428571e-05,0.011812753245993084,9,1,1.8,3,False,False,True,1.2008911590501534,7.012107992426089,-1.0306932131540378,0.667179881960482,False
157e63e5-02c,TAO-PERP,short,383.094,2025-07-29T18:00:00,381.6832857142857,2025-07-29T18:05:00,trailing_stop,0.4698585725696566,0.6628362005893331,0.2156022982796464,0.44723390230968674,0.0024846327906093706,1.2615031446963025,0.9484942002766891,1,300,0.8188790007687232,"['rejection:1.59', 'vwap_dist:3.23', 'vol_confirm:2.5x']",2.1221428571428516,378.0786650759402,18,1,1.8,3,False,False,True,1.1109532285325394,2.537638784000385,0.5214086660150101,0.8051572161557696,True
6ea236e1-ed1,DOGE-PERP,long,0.21492,2025-07-30T08:15:00,0.2169117142857143,2025-07-30T08:20:00,trailing_stop,837.5209380234505,1.6681024168461398,0.21700086145010766,1.4511015553960322,0.008061675307755735,1.138071308925596,1.1455004205214354,1,300,0.859141579078955,"['rejection:1.00', 'wtb_ratio:14.00', 'vwap_dist:2.10']",0.0012971428571428578,0.216806456620277,8,2,1.8,3,True,False,True,1.2835373611150371,1.472412020600634,-0.6118160136716806,0.6497122702803102,True
